,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2011-11-11,104.33149029155287,62.03220518789712,80.0043416338523,56.54746534909775,45.13273003882888,69.82417875962321,57.83263501612261,148.5939479574357,85.29681199490773,90.31605730864298,88.48443754697755,44.717832744749956,67.52706447289353,79.45789153921173,105.52558494280436,56.00101525445714,82.54432262931101,112.8520639894663,59.83628536313788,74.94461853532884,59.057088005965355,79.47813043160589,57.74156000034928,109.8061106841552,62.93283589943422
2011-11-12,108.24771596980999,62.07268297268529,81.47166133242409,60.301779888202105,45.23392450079937,79.53884710878816,76.32086321812719,151.84229018668768,88.29216806923358,90.31605730864298,91.27740469736246,82.1597836738232,72.79929594155493,87.90762911374584,113.10505014439244,56.65877925726519,84.36582294477947,139.68883530403448,59.96783816369949,75.50118807616644,59.07732689835947,89.55709884386452,57.79215723133449,121.74705719667044,64.55194729096172
2011-11-13,116.10040621871836,62.30543023521739,81.93715585748826,71.24090122720976,45.76013570304582,86.54150387714455,87.60404572783439,169.99657666418975,88.80825982528303,90.4476101092046,103.27906788706001,98.16874755755134,76.32086321812723,88.48443754697755,113.22648349875702,67.8002895202138,88.34276530021887,161.15218068797085,60.018435394684715,77.17089669867913,59.583299208211784,97.2681168460142,60.49404936594605,126.837138633785,64.91624735405543
2011-11-14,117.44629256292555,75.05593244349637,81.95739474988237,86.16708436785382,45.800613487833964,97.97647807980744,97.32883352319644,176.11884161340313,90.02259336892868,92.83579941170765,108.59177714050956,101.79150929609408,94.86980809731408,88.63622923993326,113.41875297650087,69.04498140245046,113.25684183734819,184.305473586814,60.36249656538437,82.79730878423719,65.47281689489303,100.12180067358143,67.19312274839103,137.06789873899942,65.10851683179935
2011-11-15,119.64221238768471,80.67222508285741,81.95739474988237,87.75583742079017,49.83827252045565,98.63424208261554,100.86052024596577,176.42242499931453,90.04283226132273,96.2966500110976,118.26596770488638,101.86234541947347,98.05743364938385,88.64634868613031,113.44911131509205,69.1967730954062,139.1120268708028,185.8739877473563,70.19859826891384,99.92953119583751,86.66293723150909,111.19247481315061,85.4486036878635,138.59593511475347,67.83064785880492
2011-11-16,119.94579577359616,84.3860618371736,81.95739474988237,109.89718569992867,50.020422552002536,99.8890534110493,101.8623454194734,182.67624274908943,90.09342949230793,97.14668349164957,122.19231282934055,102.59094554566084,100.18251735076369,89.85056278357884,113.53006688466844,69.4396398041353,145.01166400368118,204.9187854901984,70.20871771511088,110.57518859513077,91.51015195989453,119.18683730881772,85.53967870363694,144.37413889326726,70.17835937651978
2011-11-17,121.40299602597088,87.88739022135178,81.95739474988237,129.6199863379729,50.465678184672576,124.69181604001112,102.26712326735523,188.76814935971169,90.55892401737208,98.15862811135428,122.51613510764605,103.52193459578916,102.87429003917816,95.65912490068376,113.5401863308655,69.96585100638178,146.2361169935238,210.2517336360421,70.228956607505,123.02210741749838,121.35239879498569,138.11020169729528,85.53967870363694,155.47517137142762,71.6254401826975
2011-11-18,121.69645996568524,96.20557499532428,81.95739474988237,148.75585909658852,52.83362859478152,129.46819464501723,102.37843717552279,188.89970216027325,90.5791629097662,100.87063969216284,123.05246575608952,103.66360684254776,104.03802635183851,100.09144233499023,113.61102245424476,80.26744723497545,151.0124955985299,210.4642420061801,70.32003162327838,127.99075550024835,125.5114911819719,141.18651334119747,90.9940602038452,166.2119037864943,74.2160184091415
2011-11-19,121.77741553526157,96.8431001057382,81.95739474988237,174.11519126638785,54.97895118855546,144.111033292144,102.47963163749328,190.1039162577219,90.59940180216026,100.93135636934515,123.86202145185328,107.2964880272876,104.66543201605543,100.18251735076365,116.83912579110272,80.91509179158646,181.10772858854725,214.1376009757081,70.53253999341638,130.6825281886628,131.61351723879108,141.19663278739452,91.20656857398312,179.80232002912825,78.19296076458096
2011-11-20,122.75900181637518,123.43700471157732,81.97763364227649,180.7737868640447,54.97895118855546,151.4577512312,102.60106499185785,192.502225006422,90.86250740328349,101.336134217227,124.57038268564655,108.23759652361298,105.72797386674536,100.51645907526623,116.99091748405846,91.621465868062,205.92061066370601,215.54420399709758,70.97779562608649,144.61700560199634,134.821381683255,145.6896668988833,116.64685631335892,180.87498132601516,94.35371634126469
2011-11-21,132.3623562573726,137.08813763139352,82.09906699664104,189.7699745332193,55.01942897334368,152.11551523400806,121.64586273469992,192.8361667309245,91.42919639031813,103.43085958001564,124.86384662536092,119.8446013116257,113.99556140973259,101.5790009259561,117.04151471504366,94.54598581900845,207.79270821015967,215.60492067427987,82.44312816734053,152.9149514835747,147.03555324309053,145.75038357606556,118.51895385981251,185.22634319074533,107.6810269827754
2011-11-22,143.4026720583507,153.88641831849125,82.53420318311403,196.2261812069352,55.10038454292001,152.11551523400806,133.54633146242702,192.87664451571274,100.87063969216284,113.3681557455157,125.44065505859257,120.9273820547097,124.83348828676978,101.5790009259561,117.08199249983184,94.57634415759964,219.9765214314041,216.5966264015905,85.05394528617863,153.26913210047138,150.11186488699278,145.76050302226258,123.18401855665114,214.41082602302842,121.92920722821735
2011-11-23,143.84792769102071,154.77692958383142,82.73659210705495,201.16447095109402,55.10038454292001,153.46140157821534,138.86916016207363,193.03855565486546,118.04333988855127,114.39021981141737,128.10206940841593,120.98809873189194,128.6687583954505,101.60935926454724,120.36069306767504,94.76861363534357,224.81361671359247,236.5015770711816,85.38788701068117,153.3399682238507,156.97284940859058,146.38790868647953,126.01746349182429,223.76119430909958,128.66875839545057
2011-11-24,151.55894569317041,154.92872127678712,84.58845076111453,202.35856560234558,58.399324003157254,153.47152102441234,140.3971965378277,202.5811934186807,124.41859099269081,114.61284762775242,128.36517500953912,120.98809873189194,150.72915110501262,101.71055372651773,122.78936015496626,95.11267480604313,229.5899953185986,236.5015770711816,85.80278430476005,153.69414884074732,158.8247080626501,146.6105365028145,129.49855298360842,225.67376964034145,135.5803401480335
2011-11-25,169.65251549349026,155.16146853931915,92.33994654805244,202.93537403557727,63.81322771857733,153.47152102441234,140.41743543022181,210.4541225599831,136.91610704604366,122.46553787666079,130.56109483429827,121.01845707048314,155.52576860241282,103.05644007072493,142.38060799244892,95.11267480604313,232.8686958864418,238.5457052029851,88.47431810078041,154.64537678326968,158.9056636322265,147.0153143506964,129.7110613537464,232.81809865545654,138.68701013052686
2011-11-26,175.15749422468366,155.3031407860778,104.66543201605543,204.16994647161687,66.22165591347449,153.6739099483533,140.41743543022181,215.96922073737358,139.49656582629058,122.73876292398106,135.54998180944236,122.39470175328152,163.4492949747005,104.49340143070556,171.63592694811138,95.14303314463429,246.2668426513318,247.94667072004157,88.85885705626819,154.97931850777232,158.9562608632117,147.6224811225192,129.7110613537464,244.92095630712453,145.65930856029215
2011-11-27,205.79917730934142,155.52576860241285,143.93900270679418,217.5883321289011,80.93533068398057,153.69414884074737,160.29202776122182,216.24244578469387,139.5370436110788,124.33763542311443,165.99939541635632,123.68999086650345,169.3084543227906,105.29283768027231,171.65616584050542,95.93234994800392,246.28708154372586,254.6356246562896,89.08148487260328,155.14122964692504,158.9866192018028,148.49275349546522,129.7414196923375,269.9969439834066,156.41627986775296
2011-11-28,210.97021431603244,155.52576860241285,145.65930856029215,222.111724578981,80.93533068398057,154.07868779623516,164.67374796454308,223.1236691986857,143.47350818173,125.28886336563689,166.90002612789345,128.56756393348005,181.7654925913553,134.31540937340264,171.67640473289953,95.93234994800392,246.6615010530166,254.9796858269891,89.79996555259356,155.3638574632601,160.6360889319215,155.33349912466895,129.79201692332276,274.0042446774371,157.69133008858088
2011-11-29,221.14025774406448,155.95078534268885,146.84328376534668,223.45761092318818,80.93533068398057,154.45310730552592,169.15666262983478,231.01683723238227,150.85058445937716,125.97698570703608,170.0572933413721,128.67887784164756,181.78573148374932,134.59875386691996,172.13177981176662,95.95258884039805,247.40022062540103,255.40470256726516,90.64999903314545,155.4751713714276,162.14388641528151,156.63890768408797,129.94380861627846,274.17627526278693,158.0050329206893
2011-11-30,222.2331579333455,156.80081882324075,146.84328376534668,223.6498804009321,86.12660658306558,155.1513490931221,169.79418774024882,233.6681321360085,164.1272978699026,127.72764989912515,197.2786036114281,128.7193556264358,181.80597037614345,134.59875386691996,172.74906602978646,96.04366385617143,251.933732521678,255.44518035205328,90.74107404891895,171.4841352551557,163.23678660456252,184.0322485394937,129.94380861627846,274.21675304757514,177.25221958747238
2011-12-01,227.04368841069527,157.83877560673525,146.84328376534668,223.67982146199446,112.39489748842765,155.30105439843382,170.802203462681,250.96408507635516,164.57641378583773,128.10690333924816,206.8298020903154,131.7434027937324,184.6403908233786,134.78838058698148,172.74906602978646,96.2233102225455,252.1433199491144,256.03402121961267,94.54358880383644,172.22268142802682,163.67592216681024,199.1425040222894,129.9837300310283,274.2866155233872,182.27233749225846
2011-12-02,227.4828239729429,158.84679132916747,146.88320518009644,223.99919277999282,122.8942295676225,155.34097581318363,171.1614961954291,251.18365285747902,184.23771055010948,128.77558703630714,208.55640327824383,131.77334385479472,206.16801372720298,136.73454955603373,175.71323107495843,96.44287800366934,257.7722394288349,265.64510182062475,101.53981673873716,172.75164017346148,196.56118756695,202.93503842351944,130.16337639740232,274.2866155233872,191.8734377395831
2011-12-03,227.9019988278157,185.44443390621532,154.71778282474284,229.54826943021362,150.0407915974799,159.0037656164769,171.36110326917807,251.2335546259163,191.5333490956337,129.15484047643014,221.3013149371144,131.9829312822311,211.15819057092682,163.0926636445828,175.98270062451954,96.79219038273004,257.80218048989724,288.0509958489445,104.78343168715764,179.06920405761588,200.7828771767403,223.02549039635144,130.4228655932759,274.64590825613533,193.46031397588726
2011-12-04,228.26129156056385,197.02164418365447,159.57821507052978,232.20304351107467,160.0910077607396,163.63464972745257,171.36110326917807,251.24353497960368,192.87071648975171,129.72372063661464,230.66288669594024,132.29232224654197,222.0267957365572,179.32071874037257,181.54175762842786,97.41097231135174,258.08163039314576,288.4801510575048,109.25463013913419,179.12908617974048,206.63136443758458,223.2749992385376,131.1713921198345,274.815574268822,201.97355567128
2011-12-05,228.83017172074835,209.09787214546608,159.97742921802774,235.74606907011855,160.2007916513015,167.55692872661945,171.42098539130268,251.42318134597775,192.9106379045014,129.80356346611427,232.7687413239917,132.32226330760432,229.98113762545293,183.16315491003985,186.6816397774633,97.52075620191364,258.82017656601687,294.4284418552235,121.23105456407131,179.37859502192666,207.45973379364276,223.33488136066222,131.52070449889516,282.81981792615494,205.1373277902009
2011-12-06,236.60486724327,213.7886383785664,174.4489420648267,247.94206127617952,174.94177404766162,167.6966536782437,171.55072998923953,251.42318134597775,192.9106379045014,136.81975210838988,233.95640341279795,132.54183108872812,230.10090186970226,183.66217259441223,187.76949832939513,98.11957742316055,271.49522574907525,300.91567175206444,121.760013309506,186.7341156895756,207.66932122107914,228.42486174126054,132.34907385495328,282.8597393409047,214.2893121215903
2011-12-07,236.7146511338319,221.88270521908643,174.47888312588898,251.65475284791,179.10358153532727,183.52549462653562,174.9141091819094,251.44314205335263,192.9206182581889,136.9494967063267,245.54359404392457,132.6416346256026,230.28054823607638,184.71010973159432,189.71566729844739,100.78433185770905,271.6249703470121,302.8718210748042,122.49855948237713,207.4932513594665,222.5699892764384,257.82698370448105,150.87261029885602,288.96771579762265,239.28011775495904
2011-12-08,237.07394386658004,230.86502353778926,174.47888312588898,275.7473266494084,181.1595343949415,195.5019190514727,175.24346085359508,251.4830634681025,192.9206182581889,137.09920201163843,261.3923956995913,133.06080948047537,231.29854431219601,184.71010973159432,191.8414826338737,101.32327095683122,271.7147935301992,302.96164425799117,122.6382844340014,220.9567484838333,248.3093214363657,264.1844690033852,150.87261029885602,301.5928632122438,252.01504906014225
2011-12-09,241.70482797755568,231.77323572334691,174.52878489432624,276.6156174202163,182.33721613006028,199.49406052645173,179.66475753713445,251.5529259439146,192.9305986118764,137.22894660957522,266.99137411824944,133.41012185953605,240.8397624373959,184.71010973159432,191.981207585498,105.48507844449688,273.5511786086895,303.24109416123974,123.34688954581017,241.53623778735025,253.85839808658656,264.2144100644476,151.08219772629238,306.9323524350283,259.9594105953505
2011-12-10,248.1621168133343,232.13252845609506,175.8062701663196,276.8152244939653,194.014229944374,210.41256746051937,191.3816927661979,251.61280806603932,193.1102449782504,141.94965390373795,268.54830929349134,133.66961105540972,241.6282103787043,184.71010973159432,192.03110935393525,105.754547994058,286.3859134507471,303.56046547923813,123.35686989949757,243.83171913546317,261.3237026447973,264.22439041813504,151.38160833691583,318.25007351659383,260.8875834882831
2011-12-11,248.91064333989289,232.5916247257177,175.8062701663196,277.28430111727533,196.8785914526714,211.78985626938717,193.03843147831418,251.70263124922627,193.4395966499362,141.97959496480033,285.8043408190881,146.6241101417167,256.64864267831285,185.42869519709046,192.05107006131013,107.09191538817592,286.87495078143206,325.3475775789361,123.39679131424738,245.97749517826443,262.28181659879226,323.82706263957186,151.99040991185018,367.6927456842091,271.0076621273549
2011-12-12,255.3379911146091,232.7513103847168,187.42340185850853,282.97310271912045,202.85682331145247,211.8696990988868,196.2022035972351,251.76251337135096,194.0084768101207,142.1991627459241,286.492985223522,151.60430663175302,265.59103958226586,200.5988328020108,192.19079501293442,108.06000969585834,287.57357553955336,326.0462023370575,123.58641803430893,245.97749517826443,262.28181659879226,331.052838709284,152.02035097291247,373.11207773649323,272.50471518047203
2011-12-13,255.61744101785763,233.19044594696453,193.1920462898533,284.9891341639849,218.04692162374766,220.6923317585904,197.18027825860497,258.3695075124413,195.35582455792613,142.59837689342203,301.5134175231306,153.25106499018187,266.31960540144956,201.53698604863084,192.19079501293442,108.0999311106081,298.112829033498,326.50529860668007,123.97565182811941,246.00743623932675,262.28181659879226,331.052838709284,152.42954547409784,375.8267339394789,272.54463659522185
2011-12-14,258.5317042945923,233.46989585021302,193.78088715741268,286.21671766754093,220.3523833255481,222.42891330020626,197.65933523560244,260.0462069319325,195.83488153492362,143.46666766423002,304.29793620192856,160.35707681564452,269.6031417646198,201.88629842769154,192.19079501293442,108.27957747698221,319.60053052257257,332.0942966716507,137.96810769792086,246.057338007764,262.3616594282919,331.052838709284,152.6391329015342,378.1621367023416,279.09174861418745
2011-12-15,259.58962178546176,233.61960115552475,193.9006514016621,292.7937707475689,220.79151888779583,223.7762610480117,200.55363780496222,260.63504779949193,195.94466542548557,144.74415293622326,305.83491066979536,161.63456208763785,276.99858384701855,201.88629842769154,192.23071642768417,108.32947924541942,328.3832417675265,332.34380551383686,137.98806840529576,246.2170236667632,262.4015808430416,331.052838709284,152.66907396259657,378.5912919109019,280.9880158148025
2011-12-16,264.63968075131027,233.6295815092122,193.9804942311616,294.9794682051199,220.8314403025456,224.6445518188196,211.09289129890686,275.07661958522857,196.24407603610902,145.75216865865542,305.83491066979536,170.06796095353099,282.6674247414888,202.2356108067522,194.9553529843574,108.62888985604285,329.89027517433107,332.34380551383686,138.07789158848277,246.29686649626282,262.5812272094157,332.39020610340197,152.78883820684592,391.8651623152072,281.33732819386324
2011-12-17,269.38034875284785,233.7094243387118,194.8188439409072,295.0692913883069,220.8514010099205,227.8282846451154,212.3204748024629,285.43622671279917,196.24407603610902,145.99169714715418,305.83491066979536,170.9162910169641,284.9728864432892,205.0400901929249,195.3445867781678,108.80853622241692,336.7467781576075,332.34380551383686,147.50932582312075,246.52641463107412,262.80079499053954,335.6038799907602,152.92856315847018,407.16504451806435,281.42715137705017
2011-12-18,274.68989691456994,236.21449311426116,195.16815631996792,295.20901633993117,224.95332637546142,231.24156560622245,234.28723326853503,285.88534262873435,196.2839974508588,145.99169714715418,305.92473385298246,171.04603561490092,287.1585839008401,205.68881318260898,214.28729807694336,109.0380843572282,337.405481500979,332.64321612446037,147.89855961693118,246.8358055953849,262.96048064953874,335.823447771884,153.19803270803132,416.56653769163984,284.5510020812213
2011-12-19,287.4547692808154,244.17881535684432,195.60729188221558,295.20901633993117,226.24079200114215,236.5710744753195,240.44511149369012,287.49217957241336,196.5135455856701,146.031618561904,308.8988792518419,171.04603561490092,335.8726902492718,209.21187803427804,233.1302058388444,115.82472486469251,337.425442208354,333.3618015899565,152.70909009428092,247.20507868182054,262.9904217106011,337.1109133975647,153.4575219039049,423.7723530539771,287.51516712639324
2011-12-20,294.41107580096644,244.30855995478115,195.6372329432779,295.2688984620558,232.93760932541952,239.87457154586463,246.39340229140893,290.91544088720786,197.21217034379143,150.21338675694452,314.34815236518824,178.51134017311168,338.128250182635,209.7707778407751,243.849105699163,128.73930253624974,347.73514756748733,339.4098959245498,153.4476362671521,249.41073684674643,263.20998949172497,346.17307454576707,153.48746296496728,424.8602116059089,296.028408821786
2011-12-21,295.70852178033465,244.4981866748426,196.2360541645248,295.70803402430363,240.78216732375327,240.00431614380142,255.75497405023475,293.15104011319613,197.69122732078893,160.62289565295237,315.03679676962213,181.8547586584066,352.7993701031829,219.5116030397239,250.00698392431823,130.12657169880498,357.5059138274985,340.7572436723552,154.2560449158354,256.32712195214765,263.3297537359744,352.48065807623396,155.77296395939277,436.14799162641214,296.0982712975981
2011-12-22,295.78836460983416,244.4981866748426,197.5335001438929,296.00744463492697,242.01973118099673,247.23009221351344,271.2744240342157,302.85194389739524,197.69122732078893,161.43130430163563,315.56575551505694,224.2912225374337,362.9194487422548,220.27010991997003,257.81162050790226,130.6156090294899,360.59982347060725,340.82710614816733,154.2560449158354,256.5466897332715,263.80881071297176,353.44875238391637,158.13830778331783,442.056361009381,296.4675443840337
2011-12-23,295.8682074393338,244.55806879696732,198.00257676720298,296.27691418448796,245.2932871904796,252.5396403752356,272.58185036727144,334.3599204886673,197.73114873553868,161.43130430163563,315.9150678941176,228.0039141091642,384.91614826938917,220.91883290965404,258.1808935943378,130.69545185898946,360.9191947886055,343.79127119333924,162.2004064510436,283.6433499946917,272.2821309936148,353.5585362744784,162.27017420992115,473.7539643207145,299.7910021619537
2011-12-24,297.345299785076,244.6279312727794,206.93499331746852,301.5764819925227,247.2194954521569,266.39237129341285,273.12078946639355,340.27827022532364,198.050520053537,161.59098996063483,315.95498930886737,228.0039141091642,390.2755981995485,228.29431428467782,260.19692503920226,133.2604027566635,361.1786839844792,344.25036746296183,164.4060646159695,284.7611496076858,274.55765163435285,353.71822193347754,162.95881861435498,474.0833159924003,302.3659334133152
2011-12-25,297.9740620673852,244.85747940759074,215.70772420873502,303.18331893620183,255.75269785492458,269.7357897787078,279.30860875261106,348.40227812690597,212.40226865608662,162.03012552288249,316.07475355311675,228.0039141091642,400.15614835012167,230.4301099737916,269.8080056402142,142.79164052817598,361.35833035085335,344.62962090308486,178.74783286483174,285.4797350731821,274.8271211839139,353.71822193347754,175.48416249210172,474.1930998829622,303.4438116115595
2011-12-26,297.9840424210727,246.26470927752084,229.0714177962273,322.35557836978853,256.16189235611,270.5242377200162,302.8422827476125,366.7062467896848,214.69775000419963,165.85260098517492,316.35420345636527,228.10371764603863,415.1466395886679,230.48999209591628,279.86820215716136,142.79164052817598,361.37829105822817,345.91708652876565,184.23702739292784,290.11061918415777,274.8271211839139,353.93778971460137,178.52817036677325,482.506734504606,303.83304540537
2011-12-27,297.9840424210727,246.5042377660196,232.22520956146076,335.7691737257182,259.75481968359105,271.5721748571982,305.40723364528657,367.03559846137057,214.74765177263689,169.55531220321805,316.38414451742767,228.26340330503785,422.89139405012725,230.48999209591628,281.37523556396593,142.89144406505042,372.9754620430423,361.3267526221846,184.55639871092617,290.11061918415777,275.15647285559965,353.93778971460137,200.34522352753362,483.9239447282235,303.9927310643692
2011-12-28,303.163845984858,251.54431637818058,233.36296988182977,336.8171108629002,270.15434822591146,273.03928684925296,305.58688001166064,377.7445179680018,224.67810369164718,170.26391731502682,316.45400699323983,228.35322648822486,427.3925335631661,230.5798152791033,281.56486228402747,142.9812672482374,381.7481929343087,361.66608464755785,184.6661826014881,291.60767223727487,275.25627639247415,353.9577504219763,206.0639661904411,497.42736326734007,304.0326524791189
2011-12-29,303.6329226081681,251.77386451299188,241.75644733297318,336.87699298502486,282.16071371191083,280.83394307914955,313.022243508809,380.9182704406101,232.3829367383567,191.51209031560268,316.4939284079896,228.50293179353662,442.3431033869626,230.60975634016563,281.93413537046297,143.85953837273286,389.84225977482873,367.39480766415267,186.12331423985543,291.63761329833716,275.45588346622304,358.14949897070426,206.4232589231892,497.50720609683975,304.51170945611636
2011-12-30,310.91858080000475,252.13315724574002,249.0121644637476,337.2063446567106,286.8614602986986,287.7503281845508,315.78680148023204,393.1242430003585,235.91598194371312,224.3674146546801,316.5737712374892,230.5788453605257,454.3295081655872,240.26075835592744,282.33334951796087,145.25678788897548,397.70677848053737,367.5045915547146,188.65832407646712,291.7274364815243,275.45588346622304,359.03775044888715,207.44125499930888,497.8165970611507,309.8711593862757
2011-12-31,311.5673037896888,252.37268573423881,250.63896211480147,337.31612854727257,287.88943672850576,290.76439499815984,331.6056620748365,420.02129618802974,235.93594265108803,225.3953910844872,316.6436337133013,231.14772552071025,461.25587362467576,241.69792928692,282.3732709327107,145.34661107216255,398.2656782870344,369.6503675975159,189.36692918827592,291.76735789627406,278.130618254459,360.3451767819428,217.0523356003209,503.29581123555926,317.6458549087974
2012-01-01,311.68507083811755,262.36476684322844,254.78798582098213,337.42483659197603,295.57147188754766,292.0598325308757,331.7596651381663,425.13057428909065,235.9721786659892,236.5017296516869,317.31399998897234,231.3379645989412,461.2739916321264,242.59477065572315,282.46386096996355,145.35567007588782,399.68794187190423,378.9177284084826,190.1550625123757,291.82171191862574,280.06924505167,361.0880150874162,217.2878696971784,506.86505870332167,317.8089169758525
2012-01-02,312.10178500948064,263.7779714243729,273.2411764093882,338.8380411731205,307.5927698310012,292.0598325308757,348.2017568995591,427.7758033768738,235.98123766971446,253.55983366639902,317.4770620560276,239.6178940038519,466.5916268188688,242.77595073022886,291.6315727399522,145.39190609078898,399.68794187190423,441.09872997884065,191.26931997058574,291.8670069372522,280.386310182055,369.68500962271196,219.93309878496157,508.6949774558294,318.4068112217214
2012-01-03,312.1923750467335,265.4267101023748,277.2633740634148,339.1460472997802,308.61643725195853,299.92304776442325,349.4881354285495,435.177009420432,235.99935567716503,260.1910243933078,318.22895936522616,240.52379437638044,475.4513324621978,242.83936375630591,307.04093807666237,145.43720110941538,399.86006294268464,446.5250732102865,193.07206171191757,292.211249078813,290.0885031718355,380.4289880409002,227.02629870185996,508.9305115526868,326.59615058937925
2012-01-04,312.4460271510415,266.6496756052884,279.6549510468901,345.8134740415901,320.39314209482933,303.34735117258106,351.62606030771684,437.1065772139177,236.3888928373523,260.2091424007584,318.6547325403147,240.6596794322597,482.80724348712937,242.85748176375645,316.95148815212445,151.45237958300473,400.539488222081,454.3158164140318,200.79033288586055,293.5610406338805,310.7973856878376,381.3258294097034,227.72384198870688,512.717175109856,348.2924645114374
2012-01-05,312.5728532031956,267.2385108474319,282.62630426878366,350.5513329899144,322.9840171602608,307.5416698973881,354.34376142530243,438.4382507615347,236.43418785597882,260.2091424007584,318.8540306222709,241.4478127563596,484.03926799376814,243.09301586061383,318.0838636177852,156.1540025164278,400.60290124815793,466.69947450649664,202.1310654372028,294.0411678313207,313.0530776154336,381.5794815140114,227.8234910296851,516.8752578197619,351.81641696057335
2012-01-06,312.6000302143714,267.4831039480146,287.3822812245585,353.622335252786,342.4246391547229,307.822499012872,354.8873016488195,440.7935917301088,236.43418785597882,260.22726040820896,319.23450877873285,246.40308779409057,498.5064969430486,243.53690704315272,318.34657472581847,160.33020323378437,400.74784530776253,468.19421012116885,202.90108075385206,294.78400613679406,313.0893136303348,391.5353266081,233.7843154809228,518.0438693003238,352.2603081431124
